t,host_monotonic_s,coordinate_frame,right_frame_counter,right_receive_monotonic_s,right_age_s,right_controller_valid,right_controller_pos_x,right_controller_pos_y,right_controller_pos_z,right_controller_quat_w,right_controller_quat_x,right_controller_quat_y,right_controller_quat_z,right_tcp_valid,right_tcp_pos_x,right_tcp_pos_y,right_tcp_pos_z,right_tcp_quat_w,right_tcp_quat_x,right_tcp_quat_y,right_tcp_quat_z,left_frame_counter,left_receive_monotonic_s,left_age_s,left_controller_valid,left_controller_pos_x,left_controller_pos_y,left_controller_pos_z,left_controller_quat_w,left_controller_quat_x,left_controller_quat_y,left_controller_quat_z,left_tcp_valid,left_tcp_pos_x,left_tcp_pos_y,left_tcp_pos_z,left_tcp_quat_w,left_tcp_quat_x,left_tcp_quat_y,left_tcp_quat_z
0.000000000,103894.561630291,vr_world,46569,103894.550589708,0.011041000,1,0.147578000,-0.204311000,-0.408001000,0.013136913,-0.233186722,0.967750239,-0.094397293,1,0.323790047,-0.274360027,-0.429585793,0.013136913,-0.233186722,0.967750239,-0.094397293,46652,103894.550589708,0.011041000,1,0.322368000,0.228668000,-0.424244000,0.094711012,-0.746053544,0.659098341,0.004828071,1,0.473853775,0.121981007,-0.466742954,0.094711012,-0.746053544,0.659098341,0.004828071
0.010204000,103894.571834291,vr_world,46569,103894.550589708,0.021245833,1,0.147578000,-0.204311000,-0.408001000,0.013136913,-0.233186722,0.967750239,-0.094397293,1,0.323790047,-0.274360027,-0.429585793,0.013136913,-0.233186722,0.967750239,-0.094397293,46652,103894.550589708,0.021245833,1,0.322368000,0.228668000,-0.424244000,0.094711012,-0.746053544,0.659098341,0.004828071,1,0.473853775,0.121981007,-0.466742954,0.094711012,-0.746053544,0.659098341,0.004828071
0.022431792,103894.584062083,vr_world,46570,103894.573066916,0.010996250,1,0.146234000,-0.206090000,-0.408116000,0.023316736,-0.231752034,0.968378569,-0.089388318,1,0.322736906,-0.276018456,-0.427614768,0.023316736,-0.231752034,0.968378569,-0.089388318,46653,103894.573066916,0.010996250,1,0.321840000,0.229459000,-0.427930000,0.090462090,-0.751157348,0.653733666,-0.014544525,1,0.475456331,0.123190641,-0.463218054,0.090462090,-0.751157348,0.653733666,-0.014544525
0.034752042,103894.596382333,vr_world,46570,103894.573066916,0.023316459,1,0.146234000,-0.206090000,-0.408116000,0.023316736,-0.231752034,0.968378569,-0.089388318,1,0.322736906,-0.276018456,-0.427614768,0.023316736,-0.231752034,0.968378569,-0.089388318,46653,103894.573066916,0.023316459,1,0.321840000,0.229459000,-0.427930000,0.090462090,-0.751157348,0.653733666,-0.014544525,1,0.475456331,0.123190641,-0.463218054,0.090462090,-0.751157348,0.653733666,-0.014544525
0.047084209,103894.608714500,vr_world,46571,103894.597031666,0.011683500,1,0.146918000,-0.206940000,-0.409238000,0.022702444,-0.242782359,0.965687978,-0.089375920,1,0.324889857,-0.272904883,-0.429190619,0.022702444,-0.242782359,0.965687978,-0.089375920,46654,103894.597031666,0.011683500,1,0.322363000,0.231738000,-0.429166000,0.083565041,-0.750306597,0.655453999,-0.020903330,1,0.475447865,0.124062165,-0.462439882,0.083565041,-0.750306597,0.655453999,-0.020903330
0.058021167,103894.619651458,vr_world,46571,103894.597031666,0.022620375,1,0.146918000,-0.206940000,-0.409238000,0.022702444,-0.242782359,0.965687978,-0.089375920,1,0.324889857,-0.272904883,-0.429190619,0.022702444,-0.242782359,0.965687978,-0.089375920,46654,103894.597031666,0.022620375,1,0.322363000,0.231738000,-0.429166000,0.083565041,-0.750306597,0.655453999,-0.020903330,1,0.475447865,0.124062165,-0.462439882,0.083565041,-0.750306597,0.655453999,-0.020903330
0.069171959,103894.630802250,vr_world,46572,103894.620206250,0.010596291,1,0.149284000,-0.205439000,-0.407009000,0.006923067,-0.250573250,0.964233215,-0.086136078,1,0.327340708,-0.269121183,-0.432773058,0.006923067,-0.250573250,0.964233215,-0.086136078,46655,103894.620206250,0.010596291,1,0.322813000,0.230265000,-0.425646000,0.074631947,-0.748764502,0.658580267,-0.007336553,1,0.474206201,0.122027184,-0.464387239,0.074631947,-0.748764502,0.658580267,-0.007336553
0.080842334,103894.642472625,vr_world,46572,103894.620206250,0.022266625,1,0.149284000,-0.205439000,-0.407009000,0.006923067,-0.250573250,0.964233215,-0.086136078,1,0.327340708,-0.269121183,-0.432773058,0.006923067,-0.250573250,0.964233215,-0.086136078,46655,103894.620206250,0.022266625,1,0.322813000,0.230265000,-0.425646000,0.074631947,-0.748764502,0.658580267,-0.007336553,1,0.474206201,0.122027184,-0.464387239,0.074631947,-0.748764502,0.658580267,-0.007336553
0.091214375,103894.652844666,vr_world,46573,103894.643731875,0.009113250,1,0.149273000,-0.205026000,-0.409056000,0.006297973,-0.245555822,0.964743244,-0.094515331,1,0.326767645,-0.270919812,-0.433078354,0.006297973,-0.245555822,0.964743244,-0.094515331,46656,103894.643731875,0.009113250,1,0.322524000,0.229755000,-0.427296000,0.084517617,-0.749482843,0.656454691,-0.014123673,1,0.475144564,0.122226420,-0.463083889,0.084517617,-0.749482843,0.656454691,-0.014123673
0.102338959,103894.663969250,vr_world,46573,103894.643731875,0.020237750,1,0.149273000,-0.205026000,-0.409056000,0.006297973,-0.245555822,0.964743244,-0.094515331,1,0.326767645,-0.270919812,-0.433078354,0.006297973,-0.245555822,0.964743244,-0.094515331,46656,103894.643731875,0.020237750,1,0.322524000,0.229755000,-0.427296000,0.084517617,-0.749482843,0.656454691,-0.014123673,1,0.475144564,0.122226420,-0.463083889,0.084517617,-0.749482843,0.656454691,-0.014123673
0.113270500,103894.674900791,vr_world,46574,103894.667046791,0.007854417,1,0.150458000,-0.203742000,-0.407322000,0.001666246,0.242992680,-0.965478863,0.093820819,1,0.327114699,-0.270901276,-0.433882173,0.001666246,0.242992680,-0.965478863,0.093820819,46657,103894.667046791,0.007854417,1,0.321353000,0.228813000,-0.429236000,0.091799798,-0.749555045,0.655264103,-0.019209030,1,0.474708069,0.121617209,-0.462814647,0.091799798,-0.749555045,0.655264103,-0.019209030
0.125371375,103894.687001666,vr_world,46574,103894.667046791,0.019955500,1,0.150458000,-0.203742000,-0.407322000,0.001666246,0.242992680,-0.965478863,0.093820819,1,0.327114699,-0.270901276,-0.433882173,0.001666246,0.242992680,-0.965478863,0.093820819,46657,103894.667046791,0.019955500,1,0.321353000,0.228813000,-0.429236000,0.091799798,-0.749555045,0.655264103,-0.019209030,1,0.474708069,0.121617209,-0.462814647,0.091799798,-0.749555045,0.655264103,-0.019209030
0.137725042,103894.699355333,vr_world,46575,103894.690400250,0.008955791,1,0.149626000,-0.203415000,-0.408507000,0.003373218,-0.242473260,0.964835180,-0.101431824,1,0.326639153,-0.270833308,-0.431842854,0.003373218,-0.242473260,0.964835180,-0.101431824,46658,103894.690400250,0.008955791,1,0.322094000,0.229208000,-0.427045000,0.093103152,-0.748035956,0.657020605,-0.009896250,1,0.474700083,0.122086289,-0.464092968,0.093103152,-0.748035956,0.657020605,-0.009896250
0.148530500,103894.710160791,vr_world,46575,103894.690400250,0.019761375,1,0.149626000,-0.203415000,-0.408507000,0.003373218,-0.242473260,0.964835180,-0.101431824,1,0.326639153,-0.270833308,-0.431842854,0.003373218,-0.242473260,0.964835180,-0.101431824,46658,103894.690400250,0.019761375,1,0.322094000,0.229208000,-0.427045000,0.093103152,-0.748035956,0.657020605,-0.009896250,1,0.474700083,0.122086289,-0.464092968,0.093103152,-0.748035956,0.657020605,-0.009896250
0.160880334,103894.722510625,vr_world,46576,103894.712507625,0.010003500,1,0.149085000,-0.203866000,-0.408519000,0.003260483,-0.242964051,0.965087387,-0.097796602,1,0.326104264,-0.270971408,-0.432694746,0.003260483,-0.242964051,0.965087387,-0.097796602,46659,103894.712507625,0.010003500,1,0.322968000,0.229725000,-0.427060000,0.088386100,-0.745261309,0.660782563,-0.011827226,1,0.474377564,0.120792913,-0.463736550,0.088386100,-0.745261309,0.660782563,-0.011827226
0.172415209,103894.734045500,vr_world,46576,103894.712507625,0.021538208,1,0.149085000,-0.203866000,-0.408519000,0.003260483,-0.242964051,0.965087387,-0.097796602,1,0.326104264,-0.270971408,-0.432694746,0.003260483,-0.242964051,0.965087387,-0.097796602,46659,103894.712507625,0.021538208,1,0.322968000,0.229725000,-0.427060000,0.088386100,-0.745261309,0.660782563,-0.011827226,1,0.474377564,0.120792913,-0.463736550,0.088386100,-0.745261309,0.660782563,-0.011827226
0.183613000,103894.745243291,vr_world,46577,103894.738359583,0.006884042,1,0.148171000,-0.204746000,-0.409284000,0.010015751,-0.243014706,0.964907620,-0.098978902,1,0.325603594,-0.271563719,-0.431113244,0.010015751,-0.243014706,0.964907620,-0.098978902,46660,103894.738359583,0.006884042,1,0.324558000,0.231231000,-0.426065000,0.090531539,-0.737116092,0.669562482,-0.012247054,1,0.473402921,0.118872097,-0.462900709,0.090531539,-0.737116092,0.669562482,-0.012247054
0.194665584,103894.756295875,vr_world,46577,103894.738359583,0.017936708,1,0.148171000,-0.204746000,-0.409284000,0.010015751,-0.243014706,0.964907620,-0.098978902,1,0.325603594,-0.271563719,-0.431113244,0.010015751,-0.243014706,0.964907620,-0.098978902,46660,103894.738359583,0.017936708,1,0.324558000,0.231231000,-0.426065000,0.090531539,-0.737116092,0.669562482,-0.012247054,1,0.473402921,0.118872097,-0.462900709,0.090531539,-0.737116092,0.669562482,-0.012247054
