t,host_monotonic_s,coordinate_frame,right_frame_counter,right_receive_monotonic_s,right_age_s,right_controller_valid,right_controller_pos_x,right_controller_pos_y,right_controller_pos_z,right_controller_quat_w,right_controller_quat_x,right_controller_quat_y,right_controller_quat_z,right_tcp_valid,right_tcp_pos_x,right_tcp_pos_y,right_tcp_pos_z,right_tcp_quat_w,right_tcp_quat_x,right_tcp_quat_y,right_tcp_quat_z,left_frame_counter,left_receive_monotonic_s,left_age_s,left_controller_valid,left_controller_pos_x,left_controller_pos_y,left_controller_pos_z,left_controller_quat_w,left_controller_quat_x,left_controller_quat_y,left_controller_quat_z,left_tcp_valid,left_tcp_pos_x,left_tcp_pos_y,left_tcp_pos_z,left_tcp_quat_w,left_tcp_quat_x,left_tcp_quat_y,left_tcp_quat_z
0.000000000,104142.809062291,vr_world,54173,104142.795363250,0.013699458,1,0.178716000,-0.302960000,-0.484464000,0.002762280,-0.402685809,0.910163006,-0.097158689,1,0.367158805,-0.308281081,-0.514203739,0.002762280,-0.402685809,0.910163006,-0.097158689,54251,104142.795363250,0.013699458,1,0.112663000,0.227893000,-0.529495000,0.073183477,-0.892744464,0.440163709,0.062509287,1,0.293779331,0.213831301,-0.585489442,0.073183477,-0.892744464,0.440163709,0.062509287
0.011277667,104142.820339958,vr_world,54174,104142.809657916,0.010682459,1,0.178402000,-0.303907000,-0.482647000,0.002122404,-0.400234232,0.911383863,-0.095851494,1,0.366760109,-0.310212793,-0.512728328,0.002122404,-0.400234232,0.911383863,-0.095851494,54252,104142.809657916,0.010682459,1,0.112551000,0.226032000,-0.526213000,0.073290503,-0.891469835,0.441753291,0.069022215,1,0.292943348,0.211762039,-0.584446983,0.073290503,-0.891469835,0.441753291,0.069022215
0.023060917,104142.832123208,vr_world,54175,104142.823910666,0.008212917,1,0.178200000,-0.305114000,-0.480999000,0.002084784,-0.399923029,0.911425406,-0.096752023,1,0.366575715,-0.311584922,-0.510935614,0.002084784,-0.399923029,0.911425406,-0.096752023,54253,104142.823910666,0.008212917,1,0.112413000,0.224326000,-0.523348000,0.073816115,-0.890118701,0.443837463,0.072444360,1,0.292379550,0.209476367,-0.582742704,0.073816115,-0.890118701,0.443837463,0.072444360
0.035481209,104142.844543500,vr_world,54176,104142.838708250,0.005835791,1,0.178164000,-0.306559000,-0.479511000,0.002845350,-0.401380908,0.910643745,-0.098047127,1,0.366624513,-0.312441410,-0.509031974,0.002845350,-0.401380908,0.910643745,-0.098047127,54254,104142.838708250,0.005835791,1,0.112371000,0.222690000,-0.520526000,0.073697830,-0.888673230,0.446609807,0.073268004,1,0.292113577,0.206766746,-0.580319718,0.073697830,-0.888673230,0.446609807,0.073268004
0.047061917,104142.856124208,vr_world,54177,104142.853635833,0.002488875,1,0.178293000,-0.308039000,-0.477874000,0.004244619,-0.403799838,0.909551297,-0.098204444,1,0.366848002,-0.312856214,-0.506982245,0.004244619,-0.403799838,0.909551297,-0.098204444,54255,104142.853635833,0.002488875,1,0.112397000,0.221107000,-0.517874000,0.073163074,-0.886884599,0.450368652,0.072463434,1,0.292008432,0.203572137,-0.577610491,0.073163074,-0.886884599,0.450368652,0.072463434
0.058798209,104142.867860500,vr_world,54177,104142.853635833,0.014225208,1,0.178293000,-0.308039000,-0.477874000,0.004244619,-0.403799838,0.909551297,-0.098204444,1,0.366848002,-0.312856214,-0.506982245,0.004244619,-0.403799838,0.909551297,-0.098204444,54255,104142.853635833,0.014225208,1,0.112397000,0.221107000,-0.517874000,0.073163074,-0.886884599,0.450368652,0.072463434,1,0.292008432,0.203572137,-0.577610491,0.073163074,-0.886884599,0.450368652,0.072463434
0.071208500,104142.880270791,vr_world,54178,104142.868282375,0.011989041,1,0.178458000,-0.309502000,-0.475660000,0.004243253,-0.406508559,0.908277123,-0.098820315,1,0.367037589,-0.313237665,-0.504767300,0.004243253,-0.406508559,0.908277123,-0.098820315,54256,104142.868282375,0.011989041,1,0.112606000,0.219595000,-0.515253000,0.073496971,-0.885037367,0.454047715,0.071747667,1,0.292110530,0.200543282,-0.574846523,0.073496971,-0.885037367,0.454047715,0.071747667
0.083648792,104142.892711083,vr_world,54179,104142.882303166,0.010409875,1,0.178648000,-0.310835000,-0.473358000,0.003751822,-0.407637830,0.907785390,-0.098706678,1,0.367200755,-0.314135376,-0.502691242,0.003751822,-0.407637830,0.907785390,-0.098706678,54257,104142.882303166,0.010409875,1,0.112679000,0.218030000,-0.512423000,0.073769098,-0.882753053,0.458579241,0.070783098,1,0.292035267,0.197092144,-0.571829978,0.073769098,-0.882753053,0.458579241,0.070783098
0.094613625,104142.903675916,vr_world,54180,104142.896303541,0.007375042,1,0.178483000,-0.312262000,-0.471111000,0.004751285,-0.407944600,0.907575518,-0.099324250,1,0.367104345,-0.315398928,-0.500017084,0.004751285,-0.407944600,0.907575518,-0.099324250,54258,104142.896303541,0.007375042,1,0.113011000,0.216414000,-0.509765000,0.074994889,-0.880836195,0.462204360,0.069788926,1,0.292306194,0.194016320,-0.568822302,0.074994889,-0.880836195,0.462204360,0.069788926
0.107023792,104142.916086083,vr_world,54181,104142.910606666,0.005479917,1,0.178422000,-0.313748000,-0.468894000,0.006890334,-0.407138502,0.907898687,-0.099552686,1,0.367159590,-0.317090985,-0.497007295,0.006890334,-0.407138502,0.907898687,-0.099552686,54259,104142.910606666,0.005479917,1,0.113416000,0.214690000,-0.506465000,0.075783136,-0.879021479,0.465454921,0.070213052,1,0.292494954,0.191051919,-0.565695209,0.075783136,-0.879021479,0.465454921,0.070213052
