trajectory,family,take,mode,frames,valid_pair_frames,conditioned_pair_coverage,raw_pair_coverage,coverage_delta_percentage_points,solver_target_max_position_deviation_mm,solver_target_max_orientation_deviation_deg,smoothing_max_position_deviation_mm,smoothing_max_orientation_deviation_deg,wrist_adaptation_max_position_mm,wrist_adaptation_max_orientation_deg,stored_solver_target_matches_current_contract,solver_target_exceeds_strict_position_tolerance,solver_target_exceeds_strict_orientation_tolerance,raw_max_position_error_mm,raw_max_orientation_error_deg,source_interval_median_ms,source_tcp_linear_speed_p95_m_s,source_tcp_linear_speed_max_m_s,source_tcp_angular_speed_p95_rad_s,source_tcp_angular_speed_max_rad_s,maximum_joint_velocity_rad_s,maximum_joint_acceleration_rad_s2,study_dynamics_pass,official_ceiling_dynamics_pass,collision_frames,edge_collision_frames,topology_invalid_frames
8-11/Seal_Bag/161532,8-11/Seal_Bag,161532,upright_table,1332,1332,0.8070570570570571,0.23273273273273273,57.432432432432435,5.00000000000006,1.0000000000011828,5.00000000000006,1.0000000000011828,0.0,2.4148365394514667e-06,True,True,True,403.4528303598526,60.949343211600635,12.395083000000362,0.7477663701768944,1.8498483428069228,2.4441493996840284,7.358872119333488,28.608332490432986,1527.001766723239,False,False,0,0,0
8-11/Seal_Bag/161532,8-11/Seal_Bag,161532,horizontal_wall,1332,1332,0.0,0.0,0.0,5.00000000000006,1.0000000000011828,5.00000000000006,1.0000000000011828,0.0,2.4148365394514667e-06,True,True,True,773.7590646457884,154.44118338815017,12.395083000000362,0.7477663701768944,1.8498483428069228,2.4441493996840284,7.358872119333488,0.0,0.0,True,True,0,0,0
8-11/Seal_Bag/161532,8-11/Seal_Bag,161532,inverted,1332,1332,0.17192192192192193,0.04129129129129129,13.063063063063062,5.00000000000006,1.0000000000011828,5.00000000000006,1.0000000000011828,0.0,2.4148365394514667e-06,True,True,True,583.4852623794919,78.03666660483749,12.395083000000362,0.7477663701768944,1.8498483428069228,2.4441493996840284,7.358872119333488,9.39603133134382,378.41822194685966,False,False,0,0,0
8-11/Seal_Bag/161549,8-11/Seal_Bag,161549,baseline,976,976,0.8760245901639344,0.20799180327868852,66.80327868852459,5.000000000000087,1.0000000000011828,5.000000000000087,1.0000000000011828,0.0,2.4148365394514667e-06,True,True,True,172.28797664326456,24.026445995640852,12.384167000000001,0.7996139667607355,1.517265431426633,2.95820800263528,7.88570639682615,5.019650543915009,143.41167561099257,False,False,0,0,0
8-11/Seal_Bag/161549,8-11/Seal_Bag,161549,upright_table,976,976,0.680327868852459,0.17725409836065573,50.307377049180324,5.000000000000087,1.0000000000011828,5.000000000000087,1.0000000000011828,0.0,2.4148365394514667e-06,True,True,True,398.60941801245684,72.55004470562281,12.384167000000001,0.7996139667607355,1.517265431426633,2.95820800263528,7.88570639682615,9.96109325382391,660.3071888876112,False,False,0,0,0
8-11/Seal_Bag/161549,8-11/Seal_Bag,161549,horizontal_wall,976,976,0.0,0.0,0.0,5.000000000000087,1.0000000000011828,5.000000000000087,1.0000000000011828,0.0,2.4148365394514667e-06,True,True,True,755.9366943480596,154.06417183481088,12.384167000000001,0.7996139667607355,1.517265431426633,2.95820800263528,7.88570639682615,0.0,0.0,True,True,0,0,0
8-11/Seal_Bag/161549,8-11/Seal_Bag,161549,inverted,976,976,0.1413934426229508,0.030737704918032786,11.065573770491802,5.000000000000087,1.0000000000011828,5.000000000000087,1.0000000000011828,0.0,2.4148365394514667e-06,True,True,True,565.5938066574593,88.80896971340127,12.384167000000001,0.7996139667607355,1.517265431426633,2.95820800263528,7.88570639682615,3.201340768808379,212.7298178119433,False,False,0,0,0
8-11/WaterSoluble_AluminumPouch/155911,8-11/WaterSoluble_AluminumPouch,155911,baseline,5918,5918,0.20294018249408585,0.021628928692125717,18.131125380196014,5.0000000000001,1.0000000000026408,5.0000000000001,1.0000000000026408,0.0,2.9575586669421963e-06,True,True,True,404.2234783143776,71.94407299907567,12.379250000002173,0.9202681588218321,2.935288624219677,4.544226173966808,26.702292336660385,28.413692910810244,1356.3032033941622,False,False,0,0,0
8-11/WaterSoluble_AluminumPouch/155911,8-11/WaterSoluble_AluminumPouch,155911,upright_table,5918,5918,0.0677593781683001,0.00844880027036161,5.93105778979385,5.0000000000001,1.0000000000026408,5.0000000000001,1.0000000000026408,0.0,2.9575586669421963e-06,True,True,True,527.6536575797479,94.61330518634429,12.379250000002173,0.9202681588218321,2.935288624219677,4.544226173966808,26.702292336660385,28.750453179131306,1336.4713735404302,False,False,0,0,0
8-11/WaterSoluble_AluminumPouch/155911,8-11/WaterSoluble_AluminumPouch,155911,horizontal_wall,5918,5918,0.013856032443393038,0.004055424129773572,0.9800608313619465,5.0000000000001,1.0000000000026408,5.0000000000001,1.0000000000026408,0.0,2.9575586669421963e-06,True,True,True,434.7160317464243,81.5597059007924,12.379250000002173,0.9202681588218321,2.935288624219677,4.544226173966808,26.702292336660385,5.982981191805038,322.9358615616744,False,False,0,0,0
